3           50            0          0.5            1            5            5            1            4      2.02417            2            5            0      9.93066      11.9678       12.981
3            0           40            1            1           10           10            1            1     0.632883            2           10            0      13.4678      14.1134      15.1229
3           15            0            0            1           14           14            1            4     0.450725            2           14            0      15.4258      15.8947      16.9157
3            0           45            0            1           14            0            1            1      2.11483            2           14           45    0.0269842      2.16285      3.24406
3           45            0            1            1           25            0            1            1     0.487277            1           45           25      5.87004      6.37649      7.39995
3           15            0            1            1           12            0            1            1     0.463358            1           15           12      7.85427      8.32748      9.34284
3            0           25         0.25            1           20            0            1            1     0.373609            1           25           20       9.6618      10.0479      11.0688
3           45            0          0.5            1           25           25            1            1     0.325622            2           25            0      11.2242      11.5598      12.5794
3           50            0          0.5            1            5            5            1            1     0.375605            1           50            5       12.733      13.1202      14.1408
3            0           40            1            1           10           10            1            1     0.331245            2           10            0      14.2102      14.5534      15.5673
3           15            0            0            1           14           14            1            1     0.271707            2           14            0      15.8001      16.0876      17.1114
